Location,Bedroom_Size,Month,Year,Date,Price,NationalPrice
Anaheim,Studio,9,2014,9/1/14,1146,753
Santa Ana,Studio,9,2014,9/1/14,1089,753
Irvine,Studio,9,2014,9/1/14,1569,753
Huntington Beach,Studio,9,2014,9/1/14,1336,753
Garden Grove,Studio,9,2014,9/1/14,1136,753
Orange,Studio,9,2014,9/1/14,1252,753
Fullerton,Studio,9,2014,9/1/14,1122,753
Costa Mesa,Studio,9,2014,9/1/14,1290,753
Newport Beach,Studio,9,2014,9/1/14,2087,753
Laguna Niguel,Studio,9,2014,9/1/14,1489,753
Aliso Viejo,Studio,9,2014,9/1/14,1538,753
Laguna Beach,Studio,9,2014,9/1/14,1736,753
Los Angeles,1br,9,2014,9/1/14,1182,861
Anaheim,1br,9,2014,9/1/14,1365,861
Santa Ana,1br,9,2014,9/1/14,1296,861
Irvine,1br,9,2014,9/1/14,1868,861
Huntington Beach,1br,9,2014,9/1/14,1590,861
Garden Grove,1br,9,2014,9/1/14,1352,861
Orange,1br,9,2014,9/1/14,1490,861
Fullerton,1br,9,2014,9/1/14,1335,861
Costa Mesa,1br,9,2014,9/1/14,1535,861
Newport Beach,1br,9,2014,9/1/14,2484,861
Laguna Niguel,1br,9,2014,9/1/14,1772,861
Aliso Viejo,1br,9,2014,9/1/14,1831,861
Laguna Beach,1br,9,2014,9/1/14,2066,861
Los Angeles,2br,9,2014,9/1/14,1519,1069
Anaheim,2br,9,2014,9/1/14,1753,1069
Santa Ana,2br,9,2014,9/1/14,1665,1069
Irvine,2br,9,2014,9/1/14,2400,1069
Huntington Beach,2br,9,2014,9/1/14,2043,1069
Garden Grove,2br,9,2014,9/1/14,1737,1069
Orange,2br,9,2014,9/1/14,1914,1069
Fullerton,2br,9,2014,9/1/14,1715,1069
Costa Mesa,2br,9,2014,9/1/14,1973,1069
Newport Beach,2br,9,2014,9/1/14,3192,1069
Laguna Niguel,2br,9,2014,9/1/14,2277,1069
Aliso Viejo,2br,9,2014,9/1/14,2353,1069
Laguna Beach,2br,9,2014,9/1/14,2655,1069
Los Angeles,3br,9,2014,9/1/14,2065,1435
Anaheim,3br,9,2014,9/1/14,2383,1435
Santa Ana,3br,9,2014,9/1/14,2263,1435
Irvine,3br,9,2014,9/1/14,3262,1435
Huntington Beach,3br,9,2014,9/1/14,2776,1435
Garden Grove,3br,9,2014,9/1/14,2361,1435
Orange,3br,9,2014,9/1/14,2601,1435
Fullerton,3br,9,2014,9/1/14,2331,1435
Costa Mesa,3br,9,2014,9/1/14,2681,1435
Newport Beach,3br,9,2014,9/1/14,4338,1435
Laguna Niguel,3br,9,2014,9/1/14,3095,1435
Aliso Viejo,3br,9,2014,9/1/14,3198,1435
Laguna Beach,3br,9,2014,9/1/14,3608,1435
Los Angeles,4br,9,2014,9/1/14,2276,1673
Anaheim,4br,9,2014,9/1/14,2628,1673
Santa Ana,4br,9,2014,9/1/14,2495,1673
Irvine,4br,9,2014,9/1/14,3597,1673
Huntington Beach,4br,9,2014,9/1/14,3061,1673
Garden Grove,4br,9,2014,9/1/14,2603,1673
Orange,4br,9,2014,9/1/14,2868,1673
Fullerton,4br,9,2014,9/1/14,2570,1673
Costa Mesa,4br,9,2014,9/1/14,2956,1673
Newport Beach,4br,9,2014,9/1/14,4783,1673
Laguna Niguel,4br,9,2014,9/1/14,3413,1673
Aliso Viejo,4br,9,2014,9/1/14,3526,1673
Laguna Beach,4br,9,2014,9/1/14,3978,1673
Los Angeles,Studio,10,2014,10/1/14,998,753
Anaheim,Studio,10,2014,10/1/14,1154,753
Santa Ana,Studio,10,2014,10/1/14,1096,753
Irvine,Studio,10,2014,10/1/14,1574,753
Huntington Beach,Studio,10,2014,10/1/14,1345,753
Garden Grove,Studio,10,2014,10/1/14,1141,753
Orange,Studio,10,2014,10/1/14,1253,753
Fullerton,Studio,10,2014,10/1/14,1119,753
Costa Mesa,Studio,10,2014,10/1/14,1297,753
Newport Beach,Studio,10,2014,10/1/14,2067,753
Laguna Niguel,Studio,10,2014,10/1/14,1489,753
Aliso Viejo,Studio,10,2014,10/1/14,1552,753
Laguna Beach,Studio,10,2014,10/1/14,1703,753
Los Angeles,1br,10,2014,10/1/14,1187,862
Anaheim,1br,10,2014,10/1/14,1373,862
Santa Ana,1br,10,2014,10/1/14,1304,862
Irvine,1br,10,2014,10/1/14,1873,862
Huntington Beach,1br,10,2014,10/1/14,1601,862
Garden Grove,1br,10,2014,10/1/14,1358,862
Orange,1br,10,2014,10/1/14,1491,862
Fullerton,1br,10,2014,10/1/14,1332,862
Costa Mesa,1br,10,2014,10/1/14,1544,862
Newport Beach,1br,10,2014,10/1/14,2460,862
Laguna Niguel,1br,10,2014,10/1/14,1773,862
Aliso Viejo,1br,10,2014,10/1/14,1847,862
Laguna Beach,1br,10,2014,10/1/14,2026,862
Los Angeles,2br,10,2014,10/1/14,1526,1069
Anaheim,2br,10,2014,10/1/14,1764,1069
Santa Ana,2br,10,2014,10/1/14,1676,1069
Irvine,2br,10,2014,10/1/14,2407,1069
Huntington Beach,2br,10,2014,10/1/14,2057,1069
Garden Grove,2br,10,2014,10/1/14,1744,1069
Orange,2br,10,2014,10/1/14,1916,1069
Fullerton,2br,10,2014,10/1/14,1711,1069
Costa Mesa,2br,10,2014,10/1/14,1984,1069
Newport Beach,2br,10,2014,10/1/14,3161,1069
Laguna Niguel,2br,10,2014,10/1/14,2278,1069
Aliso Viejo,2br,10,2014,10/1/14,2373,1069
Laguna Beach,2br,10,2014,10/1/14,2604,1069
Los Angeles,3br,10,2014,10/1/14,2074,1436
Anaheim,3br,10,2014,10/1/14,2398,1436
Santa Ana,3br,10,2014,10/1/14,2278,1436
Irvine,3br,10,2014,10/1/14,3271,1436
Huntington Beach,3br,10,2014,10/1/14,2796,1436
Garden Grove,3br,10,2014,10/1/14,2371,1436
Orange,3br,10,2014,10/1/14,2604,1436
Fullerton,3br,10,2014,10/1/14,2326,1436
Costa Mesa,3br,10,2014,10/1/14,2697,1436
Newport Beach,3br,10,2014,10/1/14,4296,1436
Laguna Niguel,3br,10,2014,10/1/14,3096,1436
Aliso Viejo,3br,10,2014,10/1/14,3226,1436
Laguna Beach,3br,10,2014,10/1/14,3539,1436
Los Angeles,4br,10,2014,10/1/14,2286,1673
Anaheim,4br,10,2014,10/1/14,2644,1673
Santa Ana,4br,10,2014,10/1/14,2512,1673
Irvine,4br,10,2014,10/1/14,3607,1673
Huntington Beach,4br,10,2014,10/1/14,3083,1673
Garden Grove,4br,10,2014,10/1/14,2614,1673
Orange,4br,10,2014,10/1/14,2871,1673
Fullerton,4br,10,2014,10/1/14,2564,1673
Costa Mesa,4br,10,2014,10/1/14,2973,1673
Newport Beach,4br,10,2014,10/1/14,4737,1673
Laguna Niguel,4br,10,2014,10/1/14,3414,1673
Aliso Viejo,4br,10,2014,10/1/14,3557,1673
Laguna Beach,4br,10,2014,10/1/14,3902,1673
Los Angeles,Studio,11,2014,11/1/14,1002,754
Anaheim,Studio,11,2014,11/1/14,1160,754
Santa Ana,Studio,11,2014,11/1/14,1100,754
Irvine,Studio,11,2014,11/1/14,1574,754
Huntington Beach,Studio,11,2014,11/1/14,1350,754
Garden Grove,Studio,11,2014,11/1/14,1141,754
Orange,Studio,11,2014,11/1/14,1255,754
Fullerton,Studio,11,2014,11/1/14,1118,754
Costa Mesa,Studio,11,2014,11/1/14,1304,754
Newport Beach,Studio,11,2014,11/1/14,2065,754
Laguna Niguel,Studio,11,2014,11/1/14,1488,754
Aliso Viejo,Studio,11,2014,11/1/14,1553,754
Laguna Beach,Studio,11,2014,11/1/14,1677,754
Los Angeles,1br,11,2014,11/1/14,1193,863
Anaheim,1br,11,2014,11/1/14,1381,863
Santa Ana,1br,11,2014,11/1/14,1310,863
Irvine,1br,11,2014,11/1/14,1874,863
Huntington Beach,1br,11,2014,11/1/14,1607,863
Garden Grove,1br,11,2014,11/1/14,1358,863
Orange,1br,11,2014,11/1/14,1493,863
Fullerton,1br,11,2014,11/1/14,1331,863
Costa Mesa,1br,11,2014,11/1/14,1552,863
Newport Beach,1br,11,2014,11/1/14,2458,863
Laguna Niguel,1br,11,2014,11/1/14,1771,863
Aliso Viejo,1br,11,2014,11/1/14,1849,863
Laguna Beach,1br,11,2014,11/1/14,1996,863
Los Angeles,2br,11,2014,11/1/14,1532,1070
Anaheim,2br,11,2014,11/1/14,1774,1070
Santa Ana,2br,11,2014,11/1/14,1683,1070
Irvine,2br,11,2014,11/1/14,2408,1070
Huntington Beach,2br,11,2014,11/1/14,2065,1070
Garden Grove,2br,11,2014,11/1/14,1745,1070
Orange,2br,11,2014,11/1/14,1919,1070
Fullerton,2br,11,2014,11/1/14,1710,1070
Costa Mesa,2br,11,2014,11/1/14,1994,1070
Newport Beach,2br,11,2014,11/1/14,3159,1070
Laguna Niguel,2br,11,2014,11/1/14,2275,1070
Aliso Viejo,2br,11,2014,11/1/14,2376,1070
Laguna Beach,2br,11,2014,11/1/14,2565,1070
Los Angeles,3br,11,2014,11/1/14,2083,1438
Anaheim,3br,11,2014,11/1/14,2411,1438
Santa Ana,3br,11,2014,11/1/14,2287,1438
Irvine,3br,11,2014,11/1/14,3272,1438
Huntington Beach,3br,11,2014,11/1/14,2807,1438
Garden Grove,3br,11,2014,11/1/14,2371,1438
Orange,3br,11,2014,11/1/14,2608,1438
Fullerton,3br,11,2014,11/1/14,2324,1438
Costa Mesa,3br,11,2014,11/1/14,2710,1438
Newport Beach,3br,11,2014,11/1/14,4293,1438
Laguna Niguel,3br,11,2014,11/1/14,3092,1438
Aliso Viejo,3br,11,2014,11/1/14,3229,1438
Laguna Beach,3br,11,2014,11/1/14,3486,1438
Los Angeles,4br,11,2014,11/1/14,2296,1676
Anaheim,4br,11,2014,11/1/14,2659,1676
Santa Ana,4br,11,2014,11/1/14,2522,1676
Irvine,4br,11,2014,11/1/14,3608,1676
Huntington Beach,4br,11,2014,11/1/14,3095,1676
Garden Grove,4br,11,2014,11/1/14,2614,1676
Orange,4br,11,2014,11/1/14,2876,1676
Fullerton,4br,11,2014,11/1/14,2562,1676
Costa Mesa,4br,11,2014,11/1/14,2988,1676
Newport Beach,4br,11,2014,11/1/14,4733,1676
Laguna Niguel,4br,11,2014,11/1/14,3409,1676
Aliso Viejo,4br,11,2014,11/1/14,3560,1676
Laguna Beach,4br,11,2014,11/1/14,3843,1676
Los Angeles,Studio,12,2014,12/1/14,1006,755
Anaheim,Studio,12,2014,12/1/14,1166,755
Santa Ana,Studio,12,2014,12/1/14,1106,755
Irvine,Studio,12,2014,12/1/14,1574,755
Huntington Beach,Studio,12,2014,12/1/14,1353,755
Garden Grove,Studio,12,2014,12/1/14,1141,755
Orange,Studio,12,2014,12/1/14,1258,755
Fullerton,Studio,12,2014,12/1/14,1120,755
Costa Mesa,Studio,12,2014,12/1/14,1307,755
Newport Beach,Studio,12,2014,12/1/14,2066,755
Laguna Niguel,Studio,12,2014,12/1/14,1486,755
Aliso Viejo,Studio,12,2014,12/1/14,1553,755
Laguna Beach,Studio,12,2014,12/1/14,1635,755
Los Angeles,1br,12,2014,12/1/14,1197,864
Anaheim,1br,12,2014,12/1/14,1387,864
Santa Ana,1br,12,2014,12/1/14,1317,864
Irvine,1br,12,2014,12/1/14,1874,864
Huntington Beach,1br,12,2014,12/1/14,1610,864
Garden Grove,1br,12,2014,12/1/14,1358,864
Orange,1br,12,2014,12/1/14,1497,864
Fullerton,1br,12,2014,12/1/14,1333,864
Costa Mesa,1br,12,2014,12/1/14,1555,864
Newport Beach,1br,12,2014,12/1/14,2459,864
Laguna Niguel,1br,12,2014,12/1/14,1769,864
Aliso Viejo,1br,12,2014,12/1/14,1848,864
Laguna Beach,1br,12,2014,12/1/14,1946,864
Los Angeles,2br,12,2014,12/1/14,1538,1072
Anaheim,2br,12,2014,12/1/14,1783,1072
Santa Ana,2br,12,2014,12/1/14,1692,1072
Irvine,2br,12,2014,12/1/14,2408,1072
Huntington Beach,2br,12,2014,12/1/14,2069,1072
Garden Grove,2br,12,2014,12/1/14,1746,1072
Orange,2br,12,2014,12/1/14,1923,1072
Fullerton,2br,12,2014,12/1/14,1713,1072
Costa Mesa,2br,12,2014,12/1/14,1999,1072
Newport Beach,2br,12,2014,12/1/14,3160,1072
Laguna Niguel,2br,12,2014,12/1/14,2273,1072
Aliso Viejo,2br,12,2014,12/1/14,2375,1072
Laguna Beach,2br,12,2014,12/1/14,2500,1072
Los Angeles,3br,12,2014,12/1/14,2090,1440
Anaheim,3br,12,2014,12/1/14,2423,1440
Santa Ana,3br,12,2014,12/1/14,2300,1440
Irvine,3br,12,2014,12/1/14,3273,1440
Huntington Beach,3br,12,2014,12/1/14,2812,1440
Garden Grove,3br,12,2014,12/1/14,2372,1440
Orange,3br,12,2014,12/1/14,2614,1440
Fullerton,3br,12,2014,12/1/14,2328,1440
Costa Mesa,3br,12,2014,12/1/14,2716,1440
Newport Beach,3br,12,2014,12/1/14,4295,1440
Laguna Niguel,3br,12,2014,12/1/14,3089,1440
Aliso Viejo,3br,12,2014,12/1/14,3228,1440
Laguna Beach,3br,12,2014,12/1/14,3398,1440
Los Angeles,4br,12,2014,12/1/14,2305,1678
Anaheim,4br,12,2014,12/1/14,2672,1678
Santa Ana,4br,12,2014,12/1/14,2536,1678
Irvine,4br,12,2014,12/1/14,3608,1678
Huntington Beach,4br,12,2014,12/1/14,3100,1678
Garden Grove,4br,12,2014,12/1/14,2616,1678
Orange,4br,12,2014,12/1/14,2882,1678
Fullerton,4br,12,2014,12/1/14,2567,1678
Costa Mesa,4br,12,2014,12/1/14,2995,1678
Newport Beach,4br,12,2014,12/1/14,4736,1678
Laguna Niguel,4br,12,2014,12/1/14,3406,1678
Aliso Viejo,4br,12,2014,12/1/14,3559,1678
Laguna Beach,4br,12,2014,12/1/14,3746,1678
Los Angeles,Studio,1,2015,1/1/15,1007,756
Anaheim,Studio,1,2015,1/1/15,1171,756
Santa Ana,Studio,1,2015,1/1/15,1113,756
Irvine,Studio,1,2015,1/1/15,1585,756
Huntington Beach,Studio,1,2015,1/1/15,1358,756
Garden Grove,Studio,1,2015,1/1/15,1141,756
Orange,Studio,1,2015,1/1/15,1261,756
Fullerton,Studio,1,2015,1/1/15,1132,756
Costa Mesa,Studio,1,2015,1/1/15,1310,756
Newport Beach,Studio,1,2015,1/1/15,2078,756
Laguna Niguel,Studio,1,2015,1/1/15,1486,756
Aliso Viejo,Studio,1,2015,1/1/15,1555,756
Laguna Beach,Studio,1,2015,1/1/15,1603,756
Los Angeles,1br,1,2015,1/1/15,1199,865
Anaheim,1br,1,2015,1/1/15,1394,865
Santa Ana,1br,1,2015,1/1/15,1324,865
Irvine,1br,1,2015,1/1/15,1886,865
Huntington Beach,1br,1,2015,1/1/15,1616,865
Garden Grove,1br,1,2015,1/1/15,1359,865
Orange,1br,1,2015,1/1/15,1500,865
Fullerton,1br,1,2015,1/1/15,1348,865
Costa Mesa,1br,1,2015,1/1/15,1559,865
Newport Beach,1br,1,2015,1/1/15,2473,865
Laguna Niguel,1br,1,2015,1/1/15,1769,865
Aliso Viejo,1br,1,2015,1/1/15,1851,865
Laguna Beach,1br,1,2015,1/1/15,1907,865
Los Angeles,2br,1,2015,1/1/15,1541,1073
Anaheim,2br,1,2015,1/1/15,1791,1073
Santa Ana,2br,1,2015,1/1/15,1702,1073
Irvine,2br,1,2015,1/1/15,2424,1073
Huntington Beach,2br,1,2015,1/1/15,2076,1073
Garden Grove,2br,1,2015,1/1/15,1746,1073
Orange,2br,1,2015,1/1/15,1928,1073
Fullerton,2br,1,2015,1/1/15,1732,1073
Costa Mesa,2br,1,2015,1/1/15,2003,1073
Newport Beach,2br,1,2015,1/1/15,3178,1073
Laguna Niguel,2br,1,2015,1/1/15,2273,1073
Aliso Viejo,2br,1,2015,1/1/15,2379,1073
Laguna Beach,2br,1,2015,1/1/15,2451,1073
Los Angeles,3br,1,2015,1/1/15,2094,1441
Anaheim,3br,1,2015,1/1/15,2434,1441
Santa Ana,3br,1,2015,1/1/15,2313,1441
Irvine,3br,1,2015,1/1/15,3294,1441
Huntington Beach,3br,1,2015,1/1/15,2822,1441
Garden Grove,3br,1,2015,1/1/15,2373,1441
Orange,3br,1,2015,1/1/15,2620,1441
Fullerton,3br,1,2015,1/1/15,2354,1441
Costa Mesa,3br,1,2015,1/1/15,2723,1441
Newport Beach,3br,1,2015,1/1/15,4319,1441
Laguna Niguel,3br,1,2015,1/1/15,3089,1441
Aliso Viejo,3br,1,2015,1/1/15,3233,1441
Laguna Beach,3br,1,2015,1/1/15,3331,1441
Los Angeles,4br,1,2015,1/1/15,2309,1679
Anaheim,4br,1,2015,1/1/15,2684,1679
Santa Ana,4br,1,2015,1/1/15,2550,1679
Irvine,4br,1,2015,1/1/15,3632,1679
Huntington Beach,4br,1,2015,1/1/15,3111,1679
Garden Grove,4br,1,2015,1/1/15,2616,1679
Orange,4br,1,2015,1/1/15,2889,1679
Fullerton,4br,1,2015,1/1/15,2595,1679
Costa Mesa,4br,1,2015,1/1/15,3002,1679
Newport Beach,4br,1,2015,1/1/15,4762,1679
Laguna Niguel,4br,1,2015,1/1/15,3405,1679
Aliso Viejo,4br,1,2015,1/1/15,3565,1679
Laguna Beach,4br,1,2015,1/1/15,3673,1679
Los Angeles,Studio,2,2015,2/1/15,1010,757
Anaheim,Studio,2,2015,2/1/15,1176,757
Santa Ana,Studio,2,2015,2/1/15,1120,757
Irvine,Studio,2,2015,2/1/15,1592,757
Huntington Beach,Studio,2,2015,2/1/15,1366,757
Garden Grove,Studio,2,2015,2/1/15,1150,757
Orange,Studio,2,2015,2/1/15,1263,757
Fullerton,Studio,2,2015,2/1/15,1143,757
Costa Mesa,Studio,2,2015,2/1/15,1315,757
Newport Beach,Studio,2,2015,2/1/15,2073,757
Laguna Niguel,Studio,2,2015,2/1/15,1490,757
Aliso Viejo,Studio,2,2015,2/1/15,1558,757
Laguna Beach,Studio,2,2015,2/1/15,1613,757
Los Angeles,1br,2,2015,2/1/15,1202,866
Anaheim,1br,2,2015,2/1/15,1399,866
Santa Ana,1br,2,2015,2/1/15,1333,866
Irvine,1br,2,2015,2/1/15,1895,866
Huntington Beach,1br,2,2015,2/1/15,1625,866
Garden Grove,1br,2,2015,2/1/15,1368,866
Orange,1br,2,2015,2/1/15,1504,866
Fullerton,1br,2,2015,2/1/15,1361,866
Costa Mesa,1br,2,2015,2/1/15,1565,866
Newport Beach,1br,2,2015,2/1/15,2468,866
Laguna Niguel,1br,2,2015,2/1/15,1773,866
Aliso Viejo,1br,2,2015,2/1/15,1855,866
Laguna Beach,1br,2,2015,2/1/15,1920,866
Los Angeles,2br,2,2015,2/1/15,1544,1074
Anaheim,2br,2,2015,2/1/15,1798,1074
Santa Ana,2br,2,2015,2/1/15,1713,1074
Irvine,2br,2,2015,2/1/15,2435,1074
Huntington Beach,2br,2,2015,2/1/15,2088,1074
Garden Grove,2br,2,2015,2/1/15,1758,1074
Orange,2br,2,2015,2/1/15,1932,1074
Fullerton,2br,2,2015,2/1/15,1749,1074
Costa Mesa,2br,2,2015,2/1/15,2012,1074
Newport Beach,2br,2,2015,2/1/15,3171,1074
Laguna Niguel,2br,2,2015,2/1/15,2278,1074
Aliso Viejo,2br,2,2015,2/1/15,2383,1074
Laguna Beach,2br,2,2015,2/1/15,2467,1074
Los Angeles,3br,2,2015,2/1/15,2098,1443
Anaheim,3br,2,2015,2/1/15,2444,1443
Santa Ana,3br,2,2015,2/1/15,2328,1443
Irvine,3br,2,2015,2/1/15,3309,1443
Huntington Beach,3br,2,2015,2/1/15,2838,1443
Garden Grove,3br,2,2015,2/1/15,2389,1443
Orange,3br,2,2015,2/1/15,2626,1443
Fullerton,3br,2,2015,2/1/15,2377,1443
Costa Mesa,3br,2,2015,2/1/15,2734,1443
Newport Beach,3br,2,2015,2/1/15,4310,1443
Laguna Niguel,3br,2,2015,2/1/15,3097,1443
Aliso Viejo,3br,2,2015,2/1/15,3239,1443
Laguna Beach,3br,2,2015,2/1/15,3352,1443
Los Angeles,4br,2,2015,2/1/15,2314,1682
Anaheim,4br,2,2015,2/1/15,2694,1682
Santa Ana,4br,2,2015,2/1/15,2566,1682
Irvine,4br,2,2015,2/1/15,3649,1682
Huntington Beach,4br,2,2015,2/1/15,3130,1682
Garden Grove,4br,2,2015,2/1/15,2635,1682
Orange,4br,2,2015,2/1/15,2896,1682
Fullerton,4br,2,2015,2/1/15,2620,1682
Costa Mesa,4br,2,2015,2/1/15,3014,1682
Newport Beach,4br,2,2015,2/1/15,4752,1682
Laguna Niguel,4br,2,2015,2/1/15,3414,1682
Aliso Viejo,4br,2,2015,2/1/15,3571,1682
Laguna Beach,4br,2,2015,2/1/15,3696,1682
Los Angeles,Studio,3,2015,3/1/15,1013,759
Anaheim,Studio,3,2015,3/1/15,1181,759
Santa Ana,Studio,3,2015,3/1/15,1123,759
Irvine,Studio,3,2015,3/1/15,1598,759
Huntington Beach,Studio,3,2015,3/1/15,1374,759
Garden Grove,Studio,3,2015,3/1/15,1155,759
Orange,Studio,3,2015,3/1/15,1267,759
Fullerton,Studio,3,2015,3/1/15,1148,759
Costa Mesa,Studio,3,2015,3/1/15,1322,759
Newport Beach,Studio,3,2015,3/1/15,2078,759
Laguna Niguel,Studio,3,2015,3/1/15,1493,759
Aliso Viejo,Studio,3,2015,3/1/15,1558,759
Laguna Beach,Studio,3,2015,3/1/15,1622,759
Los Angeles,1br,3,2015,3/1/15,1206,868
Anaheim,1br,3,2015,3/1/15,1405,868
Santa Ana,1br,3,2015,3/1/15,1337,868
Irvine,1br,3,2015,3/1/15,1901,868
Huntington Beach,1br,3,2015,3/1/15,1636,868
Garden Grove,1br,3,2015,3/1/15,1375,868
Orange,1br,3,2015,3/1/15,1508,868
Fullerton,1br,3,2015,3/1/15,1366,868
Costa Mesa,1br,3,2015,3/1/15,1573,868
Newport Beach,1br,3,2015,3/1/15,2473,868
Laguna Niguel,1br,3,2015,3/1/15,1777,868
Aliso Viejo,1br,3,2015,3/1/15,1854,868
Laguna Beach,1br,3,2015,3/1/15,1930,868
Los Angeles,2br,3,2015,3/1/15,1550,1077
Anaheim,2br,3,2015,3/1/15,1806,1077
Santa Ana,2br,3,2015,3/1/15,1718,1077
Irvine,2br,3,2015,3/1/15,2443,1077
Huntington Beach,2br,3,2015,3/1/15,2102,1077
Garden Grove,2br,3,2015,3/1/15,1767,1077
Orange,2br,3,2015,3/1/15,1937,1077
Fullerton,2br,3,2015,3/1/15,1755,1077
Costa Mesa,2br,3,2015,3/1/15,2022,1077
Newport Beach,2br,3,2015,3/1/15,3178,1077
Laguna Niguel,2br,3,2015,3/1/15,2283,1077
Aliso Viejo,2br,3,2015,3/1/15,2382,1077
Laguna Beach,2br,3,2015,3/1/15,2480,1077
Los Angeles,3br,3,2015,3/1/15,2106,1447
Anaheim,3br,3,2015,3/1/15,2454,1447
Santa Ana,3br,3,2015,3/1/15,2335,1447
Irvine,3br,3,2015,3/1/15,3321,1447
Huntington Beach,3br,3,2015,3/1/15,2856,1447
Garden Grove,3br,3,2015,3/1/15,2401,1447
Orange,3br,3,2015,3/1/15,2633,1447
Fullerton,3br,3,2015,3/1/15,2386,1447
Costa Mesa,3br,3,2015,3/1/15,2747,1447
Newport Beach,3br,3,2015,3/1/15,4319,1447
Laguna Niguel,3br,3,2015,3/1/15,3103,1447
Aliso Viejo,3br,3,2015,3/1/15,3238,1447
Laguna Beach,3br,3,2015,3/1/15,3371,1447
Los Angeles,4br,3,2015,3/1/15,2322,1687
Anaheim,4br,3,2015,3/1/15,2706,1687
Santa Ana,4br,3,2015,3/1/15,2574,1687
Irvine,4br,3,2015,3/1/15,3661,1687
Huntington Beach,4br,3,2015,3/1/15,3149,1687
Garden Grove,4br,3,2015,3/1/15,2648,1687
Orange,4br,3,2015,3/1/15,2903,1687
Fullerton,4br,3,2015,3/1/15,2630,1687
Costa Mesa,4br,3,2015,3/1/15,3029,1687
Newport Beach,4br,3,2015,3/1/15,4762,1687
Laguna Niguel,4br,3,2015,3/1/15,3421,1687
Aliso Viejo,4br,3,2015,3/1/15,3570,1687
Laguna Beach,4br,3,2015,3/1/15,3716,1687
Los Angeles,Studio,4,2015,4/1/15,1018,763
Anaheim,Studio,4,2015,4/1/15,1184,763
Santa Ana,Studio,4,2015,4/1/15,1128,763
Irvine,Studio,4,2015,4/1/15,1595,763
Huntington Beach,Studio,4,2015,4/1/15,1383,763
Garden Grove,Studio,4,2015,4/1/15,1166,763
Orange,Studio,4,2015,4/1/15,1267,763
Fullerton,Studio,4,2015,4/1/15,1148,763
Costa Mesa,Studio,4,2015,4/1/15,1331,763
Newport Beach,Studio,4,2015,4/1/15,2077,763
Laguna Niguel,Studio,4,2015,4/1/15,1495,763
Aliso Viejo,Studio,4,2015,4/1/15,1569,763
Laguna Beach,Studio,4,2015,4/1/15,1629,763
Los Angeles,1br,4,2015,4/1/15,1212,873
Anaheim,1br,4,2015,4/1/15,1409,873
Santa Ana,1br,4,2015,4/1/15,1343,873
Irvine,1br,4,2015,4/1/15,1899,873
Huntington Beach,1br,4,2015,4/1/15,1646,873
Garden Grove,1br,4,2015,4/1/15,1388,873
Orange,1br,4,2015,4/1/15,1508,873
Fullerton,1br,4,2015,4/1/15,1366,873
Costa Mesa,1br,4,2015,4/1/15,1584,873
Newport Beach,1br,4,2015,4/1/15,2472,873
Laguna Niguel,1br,4,2015,4/1/15,1779,873
Aliso Viejo,1br,4,2015,4/1/15,1867,873
Laguna Beach,1br,4,2015,4/1/15,1938,873
Los Angeles,2br,4,2015,4/1/15,1557,1083
Anaheim,2br,4,2015,4/1/15,1810,1083
Santa Ana,2br,4,2015,4/1/15,1725,1083
Irvine,2br,4,2015,4/1/15,2440,1083
Huntington Beach,2br,4,2015,4/1/15,2115,1083
Garden Grove,2br,4,2015,4/1/15,1783,1083
Orange,2br,4,2015,4/1/15,1938,1083
Fullerton,2br,4,2015,4/1/15,1755,1083
Costa Mesa,2br,4,2015,4/1/15,2035,1083
Newport Beach,2br,4,2015,4/1/15,3177,1083
Laguna Niguel,2br,4,2015,4/1/15,2286,1083
Aliso Viejo,2br,4,2015,4/1/15,2399,1083
Laguna Beach,2br,4,2015,4/1/15,2491,1083
Los Angeles,3br,4,2015,4/1/15,2116,1455
Anaheim,3br,4,2015,4/1/15,2460,1455
Santa Ana,3br,4,2015,4/1/15,2345,1455
Irvine,3br,4,2015,4/1/15,3316,1455
Huntington Beach,3br,4,2015,4/1/15,2875,1455
Garden Grove,3br,4,2015,4/1/15,2424,1455
Orange,3br,4,2015,4/1/15,2633,1455
Fullerton,3br,4,2015,4/1/15,2385,1455
Costa Mesa,3br,4,2015,4/1/15,2766,1455
Newport Beach,3br,4,2015,4/1/15,4318,1455
Laguna Niguel,3br,4,2015,4/1/15,3107,1455
Aliso Viejo,3br,4,2015,4/1/15,3261,1455
Laguna Beach,3br,4,2015,4/1/15,3385,1455
Los Angeles,4br,4,2015,4/1/15,2334,1695
Anaheim,4br,4,2015,4/1/15,2713,1695
Santa Ana,4br,4,2015,4/1/15,2585,1695
Irvine,4br,4,2015,4/1/15,3656,1695
Huntington Beach,4br,4,2015,4/1/15,3170,1695
Garden Grove,4br,4,2015,4/1/15,2673,1695
Orange,4br,4,2015,4/1/15,2904,1695
Fullerton,4br,4,2015,4/1/15,2630,1695
Costa Mesa,4br,4,2015,4/1/15,3049,1695
Newport Beach,4br,4,2015,4/1/15,4761,1695
Laguna Niguel,4br,4,2015,4/1/15,3426,1695
Aliso Viejo,4br,4,2015,4/1/15,3595,1695
Laguna Beach,4br,4,2015,4/1/15,3732,1695
Los Angeles,Studio,5,2015,5/1/15,1025,767
Anaheim,Studio,5,2015,5/1/15,1192,767
